nombre,estilo,alcohol_%,min_IBU,max_IBU,astringencia,cuerpo,alcohol_gr/lt,amargor,dulzor,acidez,salado,frutado,lupulo,especias,malteado,opinion_aroma,opinion_apariencia,opinion_paladar,opinion_sabor,opinion_general
Altbier,Altbier,1.7483262909285187,18.61045984971491,35.06315152718004,10.193844369535382,15.100991956465052,2.817175228828637,11.423921068404285,18.321033605374826,4.955465151287332,0.24212269859539373,6.145704389031403,10.321424362704164,3.084230250631173,38.78716256439521,20.15,277.08,85.32,57.13,128.58
Gerst Amber,Altbier,1.816774403966961,18.61045984971491,35.06315152718004,4.73964588142597,8.212865361720686,0.7355546766604873,6.729095866551636,11.69703051335593,3.4056894659062626,0.0,3.0996701285044392,6.2237786379743945,1.1873312084081171,24.844245307637085,19.59,348.48,78.36,55.2,119.1
Ad Astra Ale,Altbier,1.8963120248448866,18.61045984971491,35.06315152718004,3.7280164503181186,11.13103726982946,2.0939626340451305,10.016536541010803,14.876951019452788,3.692001124863519,0.24212269859539373,4.006630060993962,8.935498791486705,2.235851773135148,32.14029465469367,16.57,241.39,74.94,44.87,107.64
Copperhead Ale,Altbier,1.833188462901402,18.61045984971491,35.06315152718004,4.419267399905917,11.612165120878489,2.817175228828637,8.073821943501759,17.28811508343942,3.692001124863519,0.24212269859539373,3.6765935723536494,7.195023066402919,1.1873312084081171,36.70747489337338,13.73,172.29,50.09,33.92,78.51
Ten Years Alt,Altbier,2.2644544880628175,18.61045984971491,35.06315152718004,5.8982535853618145,16.475280505849014,4.717711627543931,10.625754047783438,26.616091794505138,5.423386893818629,0.0,6.552857134221369,9.661195145437299,3.7193903720400394,37.406176548389546,19.6,262.62,87.37,54.84,109.12
Three Blind Mice,Altbier,1.880895365663624,18.61045984971491,35.06315152718004,5.046204725642189,17.04243279588974,2.305639498985672,10.50673893756606,16.217926866363612,2.2422562838215,0.24212269859539373,1.715376104021486,8.935498791486705,2.0357491835536727,36.23850514500911,16.35,216.74,67.81,43.4,89.8
Ishmael,Altbier,1.783127525810467,18.61045984971491,35.06315152718004,6.6710282684603355,13.643215941765716,0.7355546766604873,11.423921068404285,14.876951019452788,4.2916857012120655,0.24212269859539373,4.950471174732689,11.122486750312296,2.412703365191268,34.57618108198322,16.61,243.45,77.25,52.19,110.27
Headwall Alt,Altbier,1.7122884407431775,18.61045984971491,35.06315152718004,7.151876679504456,13.857272336903332,3.3289566665473465,11.313387799590103,18.924700246349705,4.39682389069779,0.0,5.495277716714974,10.03509888038434,2.8480170322671268,41.931013114058736,17.04,237.99,71.4,46.25,103.65
Alt-eration Ale,Altbier,1.8000904413235699,18.61045984971491,35.06315152718004,7.609951191038274,14.069291642484503,1.562912536794782,11.313387799590103,17.28811508343942,2.7015947410705374,0.0,3.496868842823803,9.737497015911282,2.7156966405223533,36.47331179101558,16.35,262.62,88.5,55.2,4.0
Schell's Schmaltz's Alt,Altbier,1.816774403966961,18.61045984971491,35.06315152718004,7.609951191038274,19.54586257676019,2.817175228828637,10.625754047783438,26.125006413930222,4.955465151287332,0.24212269859539373,7.458983392053961,8.31331019105408,3.1907952037370624,50.61536433230481,20.41,240.37,72.92,52.99,126.05
Frankenheim Alt,Altbier,1.7658761449840141,18.61045984971491,35.06315152718004,7.151876679504456,14.069291642484503,2.0939626340451305,9.50123218535832,14.876951019452788,3.692001124863519,0.24212269859539373,2.6344939027984164,8.497055095106328,2.571457470166379,33.12376937008427,17.39,250.95,70.78,45.98,106.31
Iron Works Alt,Altbier,1.880895365663624,18.61045984971491,35.06315152718004,10.719564765890897,15.501444703323086,3.637842478305298,11.96099380484574,23.05201090498472,5.494751022453161,0.0,7.199458473318839,11.310936876203808,3.7193903720400394,38.78716256439521,19.79,255.92,91.34,55.2,119.1
Diebels Premium Altbier,Altbier,1.783127525810467,18.61045984971491,35.06315152718004,7.609951191038274,10.38468518544837,2.0939626340451305,9.232954989802424,12.470923066767467,3.692001124863519,0.0,4.006630060993962,8.497055095106328,2.8480170322671268,26.208059573475623,18.75,222.11,66.88,42.87,108.15
Mission Amber,Altbier,1.8000904413235699,18.61045984971491,35.06315152718004,8.260783877249438,12.53981996054226,2.817175228828637,11.855567472123457,17.497531196584656,4.498047908147844,0.25644867651504943,4.706822985515488,11.122486750312296,2.412703365191268,41.26604715793633,17.17,206.91,56.44,41.77,77.74
Hövels Original,Altbier,1.880895365663624,18.61045984971491,35.06315152718004,7.831416511844186,12.988115617874046,2.95919036871853,10.50673893756606,17.28811508343942,3.248726178529569,0.24212269859539373,4.159311677592139,10.321424362704164,1.1873312084081171,37.86889232899292,16.52,217.29,71.49,42.58,97.95
Secret Spot Alt Ale,Altbier,1.9981323141077476,18.61045984971491,35.06315152718004,5.8982535853618145,16.0902185294776,3.637842478305298,12.870000512120372,19.906509178124654,5.27542486284249,0.0,5.287035964550513,11.555749421834197,3.6417434590983646,34.57618108198322,17.52,186.59,88.5,55.2,130.84
Lighthouse Amber,Altbier,1.841296986998735,18.61045984971491,35.06315152718004,5.046204725642189,18.67654384200602,2.0939626340451305,8.95681742704981,23.405195521636042,4.595679889069032,0.0,5.787480160538131,9.267198432920189,1.80456972454301,42.59148514792619,21.34,262.62,88.5,55.2,119.1
Série Signature Sticke Alt,Altbier,1.9557388806563842,18.61045984971491,35.06315152718004,6.6710282684603355,16.854728428725466,3.437554834548538,15.264406833589536,26.7785806581364,4.781263988254224,0.0,6.9239078756881405,5.031032876389189,2.970362999067196,40.820174500967845,20.45,316.29,87.45,52.27,107.44
Crooked Coast Altbier,Altbier,1.816774403966961,18.61045984971491,35.06315152718004,7.383555503836756,12.53981996054226,2.4935313615350623,13.533480638848129,15.77827261513887,5.953122659606695,0.25644867651504943,6.779327241361006,12.306256647997627,2.571457470166379,27.806276358307443,21.04,310.42,78.36,57.21,126.84
Gravel Road,Altbier,2.121775064433176,18.61045984971491,35.06315152718004,2.94655506562019,15.100991956465052,2.305639498985672,11.313387799590103,19.71245754694946,3.4056894659062626,0.0,4.444415219480245,9.103311710569965,2.7156966405223533,36.00304736486323,16.56,172.93,76.17,39.86,89.32
Little Red Cap,Altbier,1.833188462901402,18.61045984971491,35.06315152718004,8.87477152563721,13.208712648825717,3.8194319609535374,10.50673893756606,16.86478191622568,5.1986211451464275,0.0,5.392620986723811,9.661195145437299,2.235851773135148,33.853290925241566,19.59,226.36,78.36,44.13,119.1
Festivale,Altbier,1.7483262909285187,18.61045984971491,35.06315152718004,9.2665189340454,11.13103726982946,2.817175228828637,13.15860883357777,21.789536579719687,4.498047908147844,0.0,4.950471174732689,12.524876481363787,2.8480170322671268,43.24758966383423,17.41,237.45,72.35,43.21,92.7
Moby D,Altbier,1.8000904413235699,18.61045984971491,35.06315152718004,8.673816181778006,12.76518049391889,3.437554834548538,12.474427612160039,17.91204647162838,5.5644935347386975,0.0,6.230442241878098,12.68543591917755,1.5295203545549634,33.36769612584003,16.77,295.5,67.47,44.6,111.06
Über Alt,Altbier,2.2644544880628175,18.61045984971491,35.06315152718004,9.831150151480623,18.142314019559375,4.541942700739187,10.50673893756606,31.260920192377903,6.512206844629227,0.25644867651504943,8.320780392815074,9.347742129153556,3.38561420342039,51.83136813786843,20.63,233.28,106.65,65.32,134.94
Füchschen Alt,Altbier,1.7122884407431775,18.61045984971491,35.06315152718004,10.013788754664356,16.283469153355345,3.3289566665473465,11.088966415586487,17.91204647162838,3.248726178529569,0.0,4.159311677592139,10.321424362704164,3.38561420342039,33.853290925241566,22.38,322.02,106.31,63.24,165.63
Sticke It To The Man,Altbier,2.151958083825741,18.61045984971491,35.06315152718004,6.9145175456222185,16.475280505849014,2.4935313615350623,10.975012906495007,23.580601560007523,4.690002231066151,0.0,6.7051713132347714,8.675855243615933,2.235851773135148,32.879076315516855,15.12,185.92,61.34,34.69,66.3
Evan Altmighty,Altbier,2.0388268149837683,18.61045984971491,35.06315152718004,7.609951191038274,13.208712648825717,2.4935313615350623,9.632613849028955,18.924700246349705,5.6326973902781985,0.0,7.265752594589044,10.10769372549617,2.0357491835536727,28.850484531222666,21.34,240.37,82.31,55.2,128.43
ALTerior Motive,Altbier,1.9981323141077476,18.61045984971491,35.06315152718004,8.87477152563721,17.59784587808924,3.09086081375192,11.533377176254298,18.72474704119196,6.354145916263944,0.0,6.779327241361006,10.929606598926108,3.291000621985351,36.23850514500911,23.42,277.32,105.45,64.65,167.53
The Detroit Dwarf,Altbier,2.065078075882166,18.61045984971491,35.06315152718004,7.151876679504456,16.854728428725466,3.3289566665473465,9.890203958886604,20.099453088056343,4.955465151287332,0.0,5.88014152801815,9.267198432920189,3.084230250631173,26.208059573475623,17.81,247.11,77.03,44.84,104.19
Olde School Barleywine,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,7.383555503836756,16.475280505849014,2.4935313615350623,11.533377176254298,16.86478191622568,5.350310949782447,0.0,10.162173604390699,8.31331019105408,3.1907952037370624,24.010726239118913,20.3,247.38,82.42,52.79,94.42
Brewer's Reserve Bourbon Barrel Barleywine,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,5.046204725642189,18.321495582445422,2.4935313615350623,9.632613849028955,32.284953145286444,4.955465151287332,0.0,8.21442288635618,6.089259978065907,4.242757030832144,41.48820987046898,25.54,279.81,101.44,66.99,127.57
Old Ruffian,Barleywine - American,2.431076161540776,15.244987097043976,28.734778167644148,3.350851510206641,16.475280505849014,4.717711627543931,7.429947679863542,25.293969995665645,5.119781944916808,0.24212269859539373,7.880637832213808,5.031032876389189,3.291000621985351,38.32920357940198,24.0,344.38,104.13,66.09,125.75
Old Horizontal,Barleywine - American,2.5009493160998506,15.244987097043976,28.734778167644148,4.419267399905917,15.302041579736594,5.391658556132791,13.716914139792472,22.874206495203428,5.764789287831575,0.24212269859539373,7.583405329701548,12.138702096138617,3.084230250631173,37.86889232899292,21.9,280.52,93.97,60.52,115.82
Behemoth,Barleywine - American,2.4578437342773967,15.244987097043976,28.734778167644148,6.9145175456222185,19.37400707345262,2.4935313615350623,14.767566889937155,29.76166216726938,7.532091531020436,0.0,9.934378628773272,12.57871228640935,4.0637272167023015,35.054547409264835,23.64,292.21,101.03,65.25,124.62
Olde GnarlyWine,Barleywine - American,2.4924729663274934,15.244987097043976,28.734778167644148,5.8982535853618145,15.302041579736594,5.349650612314697,10.50673893756606,21.235048909391033,5.1986211451464275,0.0,6.994430814271215,10.321424362704164,3.560497084412824,31.14386707467471,21.91,297.23,93.87,59.9,120.59
Old Numbskull,Barleywine - American,2.5009493160998506,15.244987097043976,28.734778167644148,5.8982535853618145,17.04243279588974,4.982357570901926,11.088966415586487,28.528602260369674,5.27542486284249,0.0,7.704569423172477,10.2508401873184,3.1907952037370624,39.015275747898,23.29,282.19,97.54,63.51,128.64
Flying Mouflan,Barleywine - American,2.3462709757997247,15.244987097043976,28.734778167644148,6.6710282684603355,19.886696371387945,5.218798750966203,12.574526443271319,32.42963445741225,5.89157244344716,0.24212269859539373,8.962027237866717,10.597519230915212,2.970362999067196,40.820174500967845,22.82,294.82,97.82,64.09,126.87
XS Old Crustacean,Barleywine - American,2.542303906808314,15.244987097043976,28.734778167644148,5.6242644489111004,15.699246707255375,4.931912829305932,14.597978426398749,22.335782024962352,6.072803945647113,0.0,8.320780392815074,11.495211667265622,3.291000621985351,29.62325822975002,22.37,268.24,92.45,57.52,97.04
Doggie Claws,Barleywine - American,2.542303906808314,15.244987097043976,28.734778167644148,5.8982535853618145,16.475280505849014,4.880290868149092,12.574526443271319,26.125006413930222,5.764789287831575,0.24212269859539373,7.6443816850154995,11.248596172388307,3.9338027681179426,33.36769612584003,23.53,258.14,89.97,64.8,121.09
Helldorado,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,3.350851510206641,13.208712648825717,2.4935313615350623,7.429947679863542,25.96007799410199,4.781263988254224,0.0,7.132165360253685,8.763505906318487,3.865153981277116,41.709863547800445,27.13,262.62,88.5,75.16,4.0
Cockeyed Cooper,Barleywine - American,2.5093556843622014,15.244987097043976,28.734778167644148,5.340623143947559,17.780514802190144,2.4935313615350623,9.36803674379683,16.86478191622568,4.498047908147844,0.0,6.145704389031403,8.219469192630816,3.9338027681179426,34.57618108198322,20.73,283.17,78.94,51.02,103.03
Solstice D'hiver,Barleywine - American,2.431076161540776,15.244987097043976,28.734778167644148,8.04826649909034,16.283469153355345,2.4935313615350623,12.966943845630832,29.76166216726938,5.5644935347386975,0.0,7.704569423172477,9.887779559683421,3.9338027681179426,38.32920357940198,20.33,242.97,81.17,52.65,103.34
Anniversary Barley Wine Ale,Barleywine - American,2.4489991897817185,15.244987097043976,28.734778167644148,3.7280164503181186,14.89824821065288,5.127183669489992,12.373493595932556,25.293969995665645,5.119781944916808,0.24212269859539373,7.199458473318839,10.2508401873184,1.1873312084081171,36.23850514500911,20.2,245.63,75.29,48.97,99.49
Barleywine Style Ale,Barleywine - American,2.4924729663274934,15.244987097043976,28.734778167644148,5.340623143947559,14.279338897227225,4.931912829305932,12.966943845630832,21.235048909391033,5.953122659606695,0.24212269859539373,7.132165360253685,11.18578260368253,3.560497084412824,33.6108666870647,20.11,286.86,81.86,49.8,96.55
Lower De Boom Barleywine,Barleywine - American,2.542303906808314,15.244987097043976,28.734778167644148,5.046204725642189,17.413961567524808,2.4935313615350623,12.673809313012951,27.422710358351658,7.570523965265653,0.25644867651504943,10.626801138794894,12.194906637277313,2.235851773135148,33.853290925241566,18.39,216.74,75.62,37.23,79.71
Killer Penguin Barleywine,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,4.082960794991765,12.081444235811587,4.827429371851305,8.073821943501759,20.4821059548237,5.1986211451464275,0.0,6.852222529853553,7.520695889249397,1.80456972454301,25.39345554992955,17.44,230.38,65.35,39.83,84.8
Great,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,4.082960794991765,14.89824821065288,4.982357570901926,5.308554789647889,22.516106114752514,3.8236407651224478,0.0,6.394799018518897,3.8754940260110557,2.8480170322671268,27.806276358307443,26.77,238.38,102.3,75.16,134.66
Griffin's BowBoston Beer Company (Samuel Adams),Barleywine - American,2.542303906808314,15.244987097043976,28.734778167644148,2.94655506562019,18.321495582445422,5.218798750966203,11.96099380484574,16.86478191622568,7.756986179736793,0.0,10.522816412311435,10.529403298887203,4.125365508799354,34.81571434665443,16.88,226.36,64.89,37.61,77.4
Sisyphus,Barleywine - American,2.542303906808314,15.244987097043976,28.734778167644148,5.046204725642189,18.852456444948366,5.031682693261546,13.897818341862187,27.262536971055333,7.3337061237843315,0.0,9.188864343810447,12.082136699416743,2.0357491835536727,30.640562055049678,20.05,243.46,82.86,51.83,104.14
Gratitude,Barleywine - American,2.542303906808314,15.244987097043976,28.734778167644148,4.73964588142597,19.027323964738073,4.717711627543931,12.574526443271319,29.60923196729905,6.188238220334808,0.24212269859539373,8.050416253877554,10.929606598926108,2.8480170322671268,35.7669307006388,24.47,301.88,102.29,69.55,135.72
Barleywine Ale,Barleywine - American,2.5009493160998506,15.244987097043976,28.734778167644148,5.8982535853618145,16.854728428725466,5.306860268352353,14.426286994386109,23.405195521636042,5.764789287831575,0.24212269859539373,8.105702825270383,12.082136699416743,3.4752697940882658,32.633606617109265,20.61,272.96,78.16,48.67,95.7
The Vermonster,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,10.193844369535382,13.643215941765716,4.602144207324479,14.426286994386109,16.435182609223926,5.1986211451464275,0.0,6.313445933302628,5.031032876389189,2.7156966405223533,29.62325822975002,20.52,256.97,80.0,52.07,103.31
Smuttynose Barleywine Style Ale (Big Beer Series),Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,5.046204725642189,20.05571078532671,5.306860268352353,14.68303098815695,23.929103066294278,6.354145916263944,0.0,7.704569423172477,12.632230493749104,3.560497084412824,33.12376937008427,21.29,255.17,84.13,55.36,105.83
John Barleycorn Barleywine Ale,Barleywine - American,2.534166250768463,15.244987097043976,28.734778167644148,5.340623143947559,19.37400707345262,2.4935313615350623,11.641785246191267,25.461473946540305,6.460338890061761,0.24212269859539373,7.994488901760423,9.661195145437299,3.291000621985351,31.14386707467471,18.56,210.97,75.85,45.63,92.08
Barrel Aged Behemoth,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,5.6242644489111004,17.04243279588974,2.4935313615350623,9.36803674379683,23.405195521636042,5.764789287831575,0.0,8.105702825270383,8.219469192630816,4.650019129730532,31.892430420208033,25.29,262.62,111.58,73.82,147.4
Old Ruffian - Barrel-Aged,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,6.9145175456222185,18.67654384200602,2.4935313615350623,10.016536541010803,31.11297184629521,5.6326973902781985,0.0,7.880637832213808,9.18573096054943,4.507394843879223,41.26604715793633,23.11,228.81,85.51,60.25,116.95
# 100,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,6.9145175456222185,19.201167408875996,5.306860268352353,14.339629294279499,24.44625506803823,5.038777635381669,0.24212269859539373,7.6443816850154995,12.025204373937948,3.38561420342039,36.94100188778561,21.49,299.88,94.02,58.63,115.6
Old Numbskull - Bourbon Barrel-Aged,Barleywine - American,2.5009493160998506,15.244987097043976,28.734778167644148,4.419267399905917,16.854728428725466,2.4935313615350623,7.595738855836922,27.899893727541233,4.498047908147844,0.0,6.474578838081377,6.089259978065907,4.125365508799354,41.26604715793633,25.2,279.47,109.21,68.69,138.13
Devil's Milk,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,6.163531770765961,19.71675289087938,5.391658556132791,13.716914139792472,29.76166216726938,7.829068551243532,0.25644867651504943,10.695121493347921,5.031032876389189,2.7156966405223533,34.57618108198322,19.7,250.87,82.07,51.57,100.79
Big Worse,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,5.8982535853618145,15.501444703323086,2.4935313615350623,12.673809313012951,31.55555257552188,7.493257746424862,0.0,10.27274672722405,11.058698885773524,3.084230250631173,37.173900059652716,20.22,186.07,70.27,49.19,86.71
Chicken Killer Barley Wine,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,5.6242644489111004,13.643215941765716,5.173455100543046,12.065476588887723,23.229002882070436,5.89157244344716,0.0,7.265752594589044,9.813018359583136,1.80456972454301,34.81571434665443,16.97,245.99,70.86,42.34,82.75
Olde Bluehair Barley Wine,Barleywine - American,1.8000904413235699,15.244987097043976,28.734778167644148,4.73964588142597,16.0902185294776,2.4935313615350623,11.201746890424356,20.671857160184285,4.690002231066151,0.24212269859539373,6.145704389031403,9.427388744205134,3.999929804271772,37.173900059652716,21.12,259.48,80.91,57.69,111.81
Old Blarney Barleywine,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,5.8982535853618145,18.499564401200086,5.07994155176321,12.065476588887723,26.940479451763963,5.953122659606695,0.0,8.267889182283216,10.39136984293928,2.235851773135148,38.32920357940198,20.12,268.68,84.56,51.18,103.71
Druid Fluid,Barleywine - American,2.365736765570397,15.244987097043976,28.734778167644148,8.469223526266177,16.475280505849014,5.127183669489992,14.767566889937155,28.372213196148337,6.85482292781501,0.0,9.406399376002183,12.57871228640935,1.80456972454301,34.33593879975039,20.76,265.52,85.87,53.2,104.78
Holidale,Barleywine - American,2.365736765570397,15.244987097043976,28.734778167644148,6.163531770765961,19.54586257676019,2.4935313615350623,13.807676255582837,26.289312688316247,6.131030086865342,0.0,7.6443816850154995,10.39136984293928,4.242757030832144,35.53014723810326,19.57,259.86,82.71,54.87,109.55
Old Howling Bastard,Barleywine - American,2.4128318644209337,15.244987097043976,28.734778167644148,4.419267399905917,17.228833657169137,5.031682693261546,10.264560629209425,25.794518938593924,5.6326973902781985,0.0,7.063835983469898,9.737497015911282,2.970362999067196,37.406176548389546,19.52,252.52,78.84,48.42,95.45
Old Backus Barleywine,Barleywine - American,2.4578437342773967,15.244987097043976,28.734778167644148,3.7280164503181186,17.780514802190144,5.391658556132791,11.533377176254298,30.065117107795643,5.953122659606695,0.24212269859539373,7.3954826863138985,9.887779559683421,1.80456972454301,35.7669307006388,26.47,290.41,117.5,74.76,156.86
§ucaba,Barleywine - English,1.8000904413235699,4.0,41.243875920059295,2.94655506562019,15.699246707255375,2.4935313615350623,7.260621540657,26.616091794505138,4.781263988254224,0.0,7.458983392053961,5.51283811991093,3.6417434590983646,36.70747489337338,25.62,276.07,108.58,75.39,156.86
Insanity,Barleywine - English,1.8000904413235699,4.0,41.243875920059295,3.7280164503181186,16.665688725822385,2.4935313615350623,6.352297851418402,26.289312688316247,5.119781944916808,0.0,8.476148186154015,5.51283811991093,4.242757030832144,30.89264914131268,23.32,271.89,95.36,64.19,116.94
Blithering Idiot,Barleywine - English,2.5093556843622014,4.0,41.243875920059295,1.4780547390040288,14.279338897227225,2.4935313615350623,8.073821943501759,31.70224510273141,5.038777635381669,0.0,8.160366117755128,7.0823541245385915,3.38561420342039,33.12376937008427,18.45,215.11,74.96,46.47,87.19
Mother Of All Storms,Barleywine - English,1.8000904413235699,4.0,41.243875920059295,4.73964588142597,18.499564401200086,2.4935313615350623,9.232954989802424,16.86478191622568,5.6326973902781985,0.24212269859539373,8.915456327502273,4.296909445325879,4.242757030832144,48.97410886838868,27.37,313.61,116.48,76.18,146.76
Old Foghorn,Barleywine - English,2.4128318644209337,4.0,41.243875920059295,4.73964588142597,17.780514802190144,5.031682693261546,11.533377176254298,28.372213196148337,5.764789287831575,0.0,9.144271518324123,10.03509888038434,3.38561420342039,36.23850514500911,20.65,236.68,80.09,54.06,106.37
Double Double Barrel Ale,Barleywine - English,1.8000904413235699,4.0,41.243875920059295,4.73964588142597,14.487475670091623,2.4935313615350623,5.746047951665881,19.906509178124654,3.692001124863519,0.0,6.394799018518897,3.646562964798009,4.507394843879223,34.09497848666874,20.4,290.81,92.3,65.24,130.13
Mirror Mirror,Barleywine - English,2.5009493160998506,4.0,41.243875920059295,6.9145175456222185,16.665688725822385,3.9043362001893556,8.52634144940735,28.839841203249712,5.1986211451464275,0.0,8.915456327502273,6.850206486130786,3.6417434590983646,34.81571434665443,22.69,290.84,98.7,64.52,128.09
Arctic Devil Barley Wine,Barleywine - English,1.8000904413235699,4.0,41.243875920059295,4.73964588142597,19.54586257676019,2.4935313615350623,7.9175012807353475,29.456326334831022,4.781263988254224,0.0,7.3954826863138985,6.089259978065907,4.0637272167023015,43.24758966383423,25.76,291.3,111.7,72.44,137.66
Horn Dog,Barleywine - English,2.431076161540776,4.0,41.243875920059295,4.082960794991765,14.069291642484503,2.4935313615350623,6.910454675405751,25.794518938593924,4.955465151287332,0.0,8.21442288635618,5.809278023358512,2.7156966405223533,24.844245307637085,19.66,228.77,80.54,51.19,95.08
Bourbon Barrel-Aged Barley Wine,Barleywine - English,1.8000904413235699,4.0,41.243875920059295,3.7280164503181186,14.89824821065288,2.4935313615350623,7.260621540657,25.628320555925747,3.8236407651224478,0.24212269859539373,7.063835983469898,3.402780508869872,4.125365508799354,39.242819576506825,26.14,248.3,99.76,68.44,133.54
J.W. Lees Harvest Ale (Lagavulin Whisky Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,2.542303906808314,4.0,41.243875920059295,4.419267399905917,16.283469153355345,2.4935313615350623,4.587370378004843,29.913622168842146,4.690002231066151,0.24212269859539373,8.267889182283216,2.8585321358063416,1.80456972454301,27.277938653244174,22.83,221.25,87.58,56.07,97.38
Bligh's Barleywine Ale,Barleywine - English,2.4128318644209337,4.0,41.243875920059295,2.508073501223426,17.780514802190144,2.4935313615350623,5.077764403969846,29.456326334831022,5.423386893818629,0.0,7.199458473318839,3.141354394258355,3.6417434590983646,32.879076315516855,26.39,279.12,104.01,75.16,165.36
J.W. Lees Harvest Ale (Calvados Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,2.542303906808314,4.0,41.243875920059295,4.419267399905917,12.988115617874046,2.4935313615350623,7.08753896529412,16.86478191622568,7.608564537741779,0.0,9.615505830156701,5.951178339031123,4.405979215185049,32.14029465469367,22.98,220.92,92.97,60.82,112.23
J.W. Lees Harvest Ale (Port Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,2.542303906808314,4.0,41.243875920059295,3.7280164503181186,15.100991956465052,5.07994155176321,7.08753896529412,16.86478191622568,5.764789287831575,0.0,9.44886933488582,3.646562964798009,3.291000621985351,27.806276358307443,24.32,243.43,101.35,66.26,123.17
Ridge Runner,Barleywine - English,2.1156293793471823,4.0,41.243875920059295,4.419267399905917,16.0902185294776,3.9857857214660615,7.758195835597342,22.335782024962352,4.690002231066151,0.25644867651504943,7.132165360253685,6.850206486130786,2.0357491835536727,37.173900059652716,16.4,213.53,52.55,38.05,86.08
